contig	midpt	gene_id	left_coord	right_coord	pi
GUT_GENOME142330_1	1324763	GUT_GENOME142330_01210	1324263	1325263	0.012349882398137365
GUT_GENOME142330_1	1324766	GUT_GENOME142330_01210	1324266	1325266	0.012349882398137365
GUT_GENOME142330_1	1324787	GUT_GENOME142330_01210	1324287	1325287	0.012596622943385368
GUT_GENOME142330_1	1324802	GUT_GENOME142330_01210	1324302	1325302	0.013068898042526138
GUT_GENOME142330_1	1324806	GUT_GENOME142330_01210	1324306	1325306	0.013067529485439933
GUT_GENOME142330_1	1324823	GUT_GENOME142330_01210	1324323	1325323	0.013242478914120705
GUT_GENOME142330_1	1324829	GUT_GENOME142330_01210	1324329	1325329	0.01332995362846109
GUT_GENOME142330_1	1324835	GUT_GENOME142330_01210	1324335	1325335	0.01332995362846109
GUT_GENOME142330_1	1324865	GUT_GENOME142330_01210	1324365	1325365	0.013713207743058488
GUT_GENOME142330_1	1324871	GUT_GENOME142330_01210	1324371	1325371	0.013409476096043257
GUT_GENOME142330_1	1324874	GUT_GENOME142330_01210	1324374	1325374	0.013409476096043257
GUT_GENOME142330_1	1324875	GUT_GENOME142330_01210	1324375	1325375	0.013365738738873065
GUT_GENOME142330_1	1324883	GUT_GENOME142330_01210	1324383	1325383	0.013748992853470463
GUT_GENOME142330_1	1324895	GUT_GENOME142330_01210	1324395	1325395	0.013469780633959738
GUT_GENOME142330_1	1324895	GUT_GENOME142330_01210	1324395	1325395	0.013469780633959738
GUT_GENOME142330_1	1324917	GUT_GENOME142330_01210	1324417	1325417	0.013720276406843571
GUT_GENOME142330_1	1324919	GUT_GENOME142330_01210	1324419	1325419	0.01367653904967338
GUT_GENOME142330_1	1324919	GUT_GENOME142330_01210	1324419	1325419	0.01367653904967338
GUT_GENOME142330_1	1324922	GUT_GENOME142330_01210	1324422	1325422	0.01367653904967338
GUT_GENOME142330_1	1324946	GUT_GENOME142330_01210	1324446	1325446	0.013676539049673378
GUT_GENOME142330_1	1324952	GUT_GENOME142330_01210	1324452	1325452	0.01377770930009736
GUT_GENOME142330_1	1324959	GUT_GENOME142330_01210	1324459	1325459	0.014485017470092095
GUT_GENOME142330_1	1325000	GUT_GENOME142330_01210	1324500	1325500	0.015569173778129003
GUT_GENOME142330_1	1325001	GUT_GENOME142330_01210	1324501	1325501	0.015569173778129003
GUT_GENOME142330_1	1325001	GUT_GENOME142330_01210	1324501	1325501	0.015569173778129003
GUT_GENOME142330_1	1325003	GUT_GENOME142330_01210	1324503	1325503	0.015612911135299196
GUT_GENOME142330_1	1325015	GUT_GENOME142330_01211	1324515	1325515	0.015139973348928573
GUT_GENOME142330_1	1325019	GUT_GENOME142330_01211	1324519	1325519	0.01516935248278532
GUT_GENOME142330_1	1325020	GUT_GENOME142330_01211	1324520	1325520	0.01516935248278532
GUT_GENOME142330_1	1325027	GUT_GENOME142330_01211	1324527	1325527	0.01516935248278532
GUT_GENOME142330_1	1325028	GUT_GENOME142330_01211	1324528	1325528	0.01516935248278532
GUT_GENOME142330_1	1325040	GUT_GENOME142330_01211	1324540	1325540	0.01598136523509658
GUT_GENOME142330_1	1325047	GUT_GENOME142330_01211	1324547	1325547	0.01602510259226677
GUT_GENOME142330_1	1325061	GUT_GENOME142330_01211	1324561	1325561	0.016214189348517705
GUT_GENOME142330_1	1325063	GUT_GENOME142330_01211	1324563	1325563	0.016214189348517705
GUT_GENOME142330_1	1325064	GUT_GENOME142330_01211	1324564	1325564	0.016377210407061152
GUT_GENOME142330_1	1325078	GUT_GENOME142330_01211	1324578	1325578	0.016420947764231347
GUT_GENOME142330_1	1325079	GUT_GENOME142330_01211	1324579	1325579	0.016420947764231347
GUT_GENOME142330_1	1325083	GUT_GENOME142330_01211	1324583	1325583	0.016642506194745
GUT_GENOME142330_1	1325085	GUT_GENOME142330_01211	1324585	1325585	0.016642506194745
GUT_GENOME142330_1	1325090	GUT_GENOME142330_01211	1324590	1325590	0.01668624355191519
GUT_GENOME142330_1	1325098	GUT_GENOME142330_01211	1324598	1325598	0.017030399119951356
GUT_GENOME142330_1	1325099	GUT_GENOME142330_01211	1324599	1325599	0.017030399119951356
GUT_GENOME142330_1	1325100	GUT_GENOME142330_01211	1324600	1325600	0.017030399119951356
GUT_GENOME142330_1	1325100	GUT_GENOME142330_01211	1324600	1325600	0.017030399119951356
GUT_GENOME142330_1	1325102	GUT_GENOME142330_01211	1324602	1325602	0.017030399119951356
GUT_GENOME142330_1	1325104	GUT_GENOME142330_01211	1324604	1325604	0.017030399119951356
GUT_GENOME142330_1	1325105	GUT_GENOME142330_01211	1324605	1325605	0.017030399119951356
GUT_GENOME142330_1	1325109	GUT_GENOME142330_01211	1324609	1325609	0.017074136477121547
GUT_GENOME142330_1	1325118	GUT_GENOME142330_01211	1324618	1325618	0.017761784925964023
GUT_GENOME142330_1	1325126	GUT_GENOME142330_01211	1324626	1325626	0.017554363823020537
GUT_GENOME142330_1	1325129	GUT_GENOME142330_01211	1324629	1325629	0.017641838537360923
GUT_GENOME142330_1	1325132	GUT_GENOME142330_01211	1324632	1325632	0.017685575894531118
GUT_GENOME142330_1	1325133	GUT_GENOME142330_01211	1324633	1325633	0.017685575894531118
GUT_GENOME142330_1	1325136	GUT_GENOME142330_01211	1324636	1325636	0.017729313251701313
GUT_GENOME142330_1	1325145	GUT_GENOME142330_01211	1324645	1325645	0.01806485388574941
GUT_GENOME142330_1	1325146	GUT_GENOME142330_01211	1324646	1325646	0.017742787892041624
GUT_GENOME142330_1	1325148	GUT_GENOME142330_01211	1324648	1325648	0.017742787892041624
GUT_GENOME142330_1	1325148	GUT_GENOME142330_01211	1324648	1325648	0.017742787892041624
GUT_GENOME142330_1	1325150	GUT_GENOME142330_01211	1324650	1325650	0.017344291971157645
GUT_GENOME142330_1	1325151	GUT_GENOME142330_01211	1324651	1325651	0.017344291971157645
GUT_GENOME142330_1	1325163	GUT_GENOME142330_01211	1324663	1325663	0.01743132489401146
GUT_GENOME142330_1	1325165	GUT_GENOME142330_01211	1324665	1325665	0.016994393113796098
GUT_GENOME142330_1	1325175	GUT_GENOME142330_01211	1324675	1325675	0.017038130470966292
GUT_GENOME142330_1	1325178	GUT_GENOME142330_01211	1324678	1325678	0.017081867828136484
GUT_GENOME142330_1	1325180	GUT_GENOME142330_01211	1324680	1325680	0.017125605185306675
GUT_GENOME142330_1	1325185	GUT_GENOME142330_01211	1324685	1325685	0.017125605185306675
GUT_GENOME142330_1	1325194	GUT_GENOME142330_01211	1324694	1325694	0.017577999667551903
GUT_GENOME142330_1	1325195	GUT_GENOME142330_01211	1324695	1325695	0.017577999667551903
GUT_GENOME142330_1	1325210	GUT_GENOME142330_01211	1324710	1325710	0.017313366567097904
GUT_GENOME142330_1	1325211	GUT_GENOME142330_01211	1324711	1325711	0.017313366567097904
GUT_GENOME142330_1	1325214	GUT_GENOME142330_01211	1324714	1325714	0.017313366567097904
GUT_GENOME142330_1	1325223	GUT_GENOME142330_01211	1324723	1325723	0.017313366567097904
GUT_GENOME142330_1	1325226	GUT_GENOME142330_01211	1324726	1325726	0.017313366567097904
GUT_GENOME142330_1	1325230	GUT_GENOME142330_01211	1324730	1325730	0.0173571039242681
GUT_GENOME142330_1	1325232	GUT_GENOME142330_01211	1324732	1325732	0.0173571039242681
GUT_GENOME142330_1	1325246	GUT_GENOME142330_01211	1324746	1325746	0.018048065809259838
GUT_GENOME142330_1	1325247	GUT_GENOME142330_01211	1324747	1325747	0.018048065809259838
GUT_GENOME142330_1	1325253	GUT_GENOME142330_01211	1324753	1325753	0.018048065809259838
GUT_GENOME142330_1	1325260	GUT_GENOME142330_01211	1324760	1325760	0.018048065809259838
GUT_GENOME142330_1	1325271	GUT_GENOME142330_01211	1324771	1325771	0.017739032664405793
GUT_GENOME142330_1	1325272	GUT_GENOME142330_01211	1324772	1325772	0.017739032664405793
GUT_GENOME142330_1	1325277	GUT_GENOME142330_01211	1324777	1325777	0.018013606073307563
GUT_GENOME142330_1	1325280	GUT_GENOME142330_01211	1324780	1325780	0.018057343430477758
GUT_GENOME142330_1	1325286	GUT_GENOME142330_01211	1324786	1325786	0.018057343430477758
GUT_GENOME142330_1	1325289	GUT_GENOME142330_01211	1324789	1325789	0.018013606073307563
GUT_GENOME142330_1	1325294	GUT_GENOME142330_01211	1324794	1325794	0.018013606073307563
GUT_GENOME142330_1	1325299	GUT_GENOME142330_01211	1324799	1325799	0.018101080787647952
GUT_GENOME142330_1	1325301	GUT_GENOME142330_01211	1324801	1325801	0.018101080787647952
GUT_GENOME142330_1	1325304	GUT_GENOME142330_01211	1324804	1325804	0.018057343430477758
GUT_GENOME142330_1	1325312	GUT_GENOME142330_01211	1324812	1325812	0.0178357849999641
GUT_GENOME142330_1	1325314	GUT_GENOME142330_01211	1324814	1325814	0.0178357849999641
GUT_GENOME142330_1	1325315	GUT_GENOME142330_01211	1324815	1325815	0.017879522357134296
GUT_GENOME142330_1	1325316	GUT_GENOME142330_01211	1324816	1325816	0.017879522357134296
GUT_GENOME142330_1	1325323	GUT_GENOME142330_01211	1324823	1325823	0.01796699707147468
GUT_GENOME142330_1	1325326	GUT_GENOME142330_01211	1324826	1325826	0.01792325971430449
GUT_GENOME142330_1	1325329	GUT_GENOME142330_01211	1324829	1325829	0.01796699707147468
GUT_GENOME142330_1	1325340	GUT_GENOME142330_01211	1324840	1325840	0.018010734428644874
GUT_GENOME142330_1	1325341	GUT_GENOME142330_01211	1324841	1325841	0.018010734428644874
GUT_GENOME142330_1	1325343	GUT_GENOME142330_01211	1324843	1325843	0.018010734428644874
GUT_GENOME142330_1	1325349	GUT_GENOME142330_01211	1324849	1325849	0.01809820914298526
GUT_GENOME142330_1	1325353	GUT_GENOME142330_01211	1324853	1325853	0.01814194650015545
GUT_GENOME142330_1	1325354	GUT_GENOME142330_01211	1324854	1325854	0.018185683857325646
GUT_GENOME142330_1	1325362	GUT_GENOME142330_01211	1324862	1325862	0.01822942121449584
GUT_GENOME142330_1	1325365	GUT_GENOME142330_01211	1324865	1325865	0.01822942121449584
GUT_GENOME142330_1	1325376	GUT_GENOME142330_01211	1324876	1325876	0.018171767425498767
GUT_GENOME142330_1	1325381	GUT_GENOME142330_01211	1324881	1325881	0.018358203432830296
GUT_GENOME142330_1	1325384	GUT_GENOME142330_01211	1324884	1325884	0.01824598839524213
GUT_GENOME142330_1	1325385	GUT_GENOME142330_01211	1324885	1325885	0.01824598839524213
GUT_GENOME142330_1	1325397	GUT_GENOME142330_01211	1324897	1325897	0.01776531925785657
GUT_GENOME142330_1	1325401	GUT_GENOME142330_01211	1324901	1325901	0.01776531925785657
GUT_GENOME142330_1	1325436	GUT_GENOME142330_01211	1324936	1325936	0.018097325560012124
GUT_GENOME142330_1	1325439	GUT_GENOME142330_01211	1324939	1325939	0.01814106291718232
GUT_GENOME142330_1	1325448	GUT_GENOME142330_01211	1324948	1325948	0.018428227383451262
GUT_GENOME142330_1	1325451	GUT_GENOME142330_01211	1324951	1325951	0.018428227383451262
GUT_GENOME142330_1	1325454	GUT_GENOME142330_01211	1324954	1325954	0.018428227383451262
GUT_GENOME142330_1	1325454	GUT_GENOME142330_01211	1324954	1325954	0.018428227383451262
GUT_GENOME142330_1	1325458	GUT_GENOME142330_01211	1324958	1325958	0.018428227383451262
GUT_GENOME142330_1	1325464	GUT_GENOME142330_01211	1324964	1325964	0.018002561286143373
GUT_GENOME142330_1	1325467	GUT_GENOME142330_01211	1324967	1325967	0.018330812360663105
GUT_GENOME142330_1	1325467	GUT_GENOME142330_01211	1324967	1325967	0.018330812360663105
GUT_GENOME142330_1	1325471	GUT_GENOME142330_01211	1324971	1325971	0.018330812360663105
GUT_GENOME142330_1	1325475	GUT_GENOME142330_01211	1324975	1325975	0.018624603699230566
GUT_GENOME142330_1	1325481	GUT_GENOME142330_01211	1324981	1325981	0.018624603699230566
GUT_GENOME142330_1	1325484	GUT_GENOME142330_01211	1324984	1325984	0.018624603699230566
GUT_GENOME142330_1	1325490	GUT_GENOME142330_01211	1324990	1325990	0.018726215741141115
GUT_GENOME142330_1	1325491	GUT_GENOME142330_01211	1324991	1325991	0.018726215741141115
GUT_GENOME142330_1	1325497	GUT_GENOME142330_01211	1324997	1325997	0.018726215741141115
GUT_GENOME142330_1	1325500	GUT_GENOME142330_01211	1325000	1326000	0.018825177034132258
GUT_GENOME142330_1	1325502	GUT_GENOME142330_01211	1325002	1326002	0.01823472271233465
GUT_GENOME142330_1	1325508	GUT_GENOME142330_01211	1325008	1326008	0.01819098535516446
GUT_GENOME142330_1	1325511	GUT_GENOME142330_01211	1325011	1326011	0.01823472271233465
GUT_GENOME142330_1	1325519	GUT_GENOME142330_01211	1325019	1326019	0.01840127810277064
GUT_GENOME142330_1	1325530	GUT_GENOME142330_01211	1325030	1326030	0.018581970820776787
GUT_GENOME142330_1	1325531	GUT_GENOME142330_01211	1325031	1326031	0.01862570817794698
GUT_GENOME142330_1	1325532	GUT_GENOME142330_01211	1325032	1326032	0.018836000925553164
GUT_GENOME142330_1	1325535	GUT_GENOME142330_01211	1325035	1326035	0.018879738282723355
GUT_GENOME142330_1	1325544	GUT_GENOME142330_01211	1325044	1326044	0.018895421880496505
GUT_GENOME142330_1	1325548	GUT_GENOME142330_01211	1325048	1326048	0.01883754719575615
GUT_GENOME142330_1	1325548	GUT_GENOME142330_01211	1325048	1326048	0.01883754719575615
GUT_GENOME142330_1	1325551	GUT_GENOME142330_01211	1325051	1326051	0.018881284552926345
GUT_GENOME142330_1	1325554	GUT_GENOME142330_01211	1325054	1326054	0.018881284552926345
GUT_GENOME142330_1	1325564	GUT_GENOME142330_01211	1325064	1326064	0.019301870048138704
GUT_GENOME142330_1	1325566	GUT_GENOME142330_01211	1325066	1326066	0.019258132690968512
GUT_GENOME142330_1	1325567	GUT_GENOME142330_01211	1325067	1326067	0.019512162795744886
GUT_GENOME142330_1	1325583	GUT_GENOME142330_01211	1325083	1326083	0.019678718186180874
GUT_GENOME142330_1	1325589	GUT_GENOME142330_01211	1325089	1326089	0.019591243471840485
GUT_GENOME142330_1	1325592	GUT_GENOME142330_01211	1325092	1326092	0.019547506114670293
GUT_GENOME142330_1	1325592	GUT_GENOME142330_01211	1325092	1326092	0.019547506114670293
GUT_GENOME142330_1	1325607	GUT_GENOME142330_01211	1325107	1326107	0.019474389623643354
GUT_GENOME142330_1	1325610	GUT_GENOME142330_01211	1325110	1326110	0.01943065226647316
GUT_GENOME142330_1	1325616	GUT_GENOME142330_01211	1325116	1326116	0.02011454548767981
GUT_GENOME142330_1	1325617	GUT_GENOME142330_01211	1325117	1326117	0.02011454548767981
GUT_GENOME142330_1	1325623	GUT_GENOME142330_01211	1325123	1326123	0.02004275437111258
GUT_GENOME142330_1	1325627	GUT_GENOME142330_01211	1325127	1326127	0.019999017013942386
GUT_GENOME142330_1	1325629	GUT_GENOME142330_01211	1325129	1326129	0.019999017013942386
GUT_GENOME142330_1	1325630	GUT_GENOME142330_01211	1325130	1326130	0.019955279656772195
GUT_GENOME142330_1	1325634	GUT_GENOME142330_01211	1325134	1326134	0.020022211066987188
GUT_GENOME142330_1	1325640	GUT_GENOME142330_01211	1325140	1326140	0.020022211066987185
GUT_GENOME142330_1	1325649	GUT_GENOME142330_01211	1325149	1326149	0.02013089177268282
GUT_GENOME142330_1	1325659	GUT_GENOME142330_01211	1325159	1326159	0.020269393403721764
GUT_GENOME142330_1	1325662	GUT_GENOME142330_01211	1325162	1326162	0.020607363890945984
GUT_GENOME142330_1	1325671	GUT_GENOME142330_01211	1325171	1326171	0.020804402893955132
GUT_GENOME142330_1	1325677	GUT_GENOME142330_01211	1325177	1326177	0.02076066553678494
GUT_GENOME142330_1	1325680	GUT_GENOME142330_01211	1325180	1326180	0.02071692817961475
GUT_GENOME142330_1	1325687	GUT_GENOME142330_01211	1325187	1326187	0.020177942566002263
GUT_GENOME142330_1	1325693	GUT_GENOME142330_01211	1325193	1326193	0.020221679923172458
GUT_GENOME142330_1	1325694	GUT_GENOME142330_01211	1325194	1326194	0.020221679923172458
GUT_GENOME142330_1	1325694	GUT_GENOME142330_01211	1325194	1326194	0.020221679923172458
GUT_GENOME142330_1	1325696	GUT_GENOME142330_01211	1325196	1326196	0.020177942566002263
GUT_GENOME142330_1	1325708	GUT_GENOME142330_01211	1325208	1326208	0.020641381835411685
GUT_GENOME142330_1	1325730	GUT_GENOME142330_01212	1325230	1326230	0.02076419986867748
GUT_GENOME142330_1	1325734	GUT_GENOME142330_01212	1325234	1326234	0.02060117881013403
GUT_GENOME142330_1	1325735	GUT_GENOME142330_01212	1325235	1326235	0.020644916167304225
GUT_GENOME142330_1	1325738	GUT_GENOME142330_01212	1325238	1326238	0.020644916167304225
GUT_GENOME142330_1	1325746	GUT_GENOME142330_01212	1325246	1326246	0.020688653524474417
GUT_GENOME142330_1	1325774	GUT_GENOME142330_01212	1325274	1326274	0.021078755407113615
GUT_GENOME142330_1	1325778	GUT_GENOME142330_01212	1325278	1326278	0.02100696429054638
GUT_GENOME142330_1	1325797	GUT_GENOME142330_01212	1325297	1326297	0.02070963862008638
GUT_GENOME142330_1	1325798	GUT_GENOME142330_01212	1325298	1326298	0.02070963862008638
GUT_GENOME142330_1	1325815	GUT_GENOME142330_01212	1325315	1326315	0.020324396443799426
GUT_GENOME142330_1	1325818	GUT_GENOME142330_01212	1325318	1326318	0.02028065908662923
GUT_GENOME142330_1	1325819	GUT_GENOME142330_01212	1325319	1326319	0.02028065908662923
GUT_GENOME142330_1	1325829	GUT_GENOME142330_01212	1325329	1326329	0.020280659086629228
GUT_GENOME142330_1	1325830	GUT_GENOME142330_01212	1325330	1326330	0.020236921729459043
GUT_GENOME142330_1	1325834	GUT_GENOME142330_01212	1325334	1326334	0.020236921729459043
GUT_GENOME142330_1	1325836	GUT_GENOME142330_01212	1325336	1326336	0.020236921729459043
GUT_GENOME142330_1	1325846	GUT_GENOME142330_01212	1325346	1326346	0.020532701129716054
GUT_GENOME142330_1	1325847	GUT_GENOME142330_01212	1325347	1326347	0.020532701129716054
GUT_GENOME142330_1	1325852	GUT_GENOME142330_01212	1325352	1326352	0.020576438486886246
GUT_GENOME142330_1	1325854	GUT_GENOME142330_01212	1325354	1326354	0.020532701129716054
GUT_GENOME142330_1	1325861	GUT_GENOME142330_01212	1325361	1326361	0.020532701129716054
GUT_GENOME142330_1	1325867	GUT_GENOME142330_01212	1325367	1326367	0.02023692172945904
GUT_GENOME142330_1	1325868	GUT_GENOME142330_01212	1325368	1326368	0.02023692172945904
GUT_GENOME142330_1	1325877	GUT_GENOME142330_01212	1325377	1326377	0.01994114232920203
GUT_GENOME142330_1	1325878	GUT_GENOME142330_01212	1325378	1326378	0.01994114232920203
GUT_GENOME142330_1	1325880	GUT_GENOME142330_01212	1325380	1326380	0.020079202168754404
GUT_GENOME142330_1	1325917	GUT_GENOME142330_01212	1325417	1326417	0.020101070847339503
GUT_GENOME142330_1	1325921	GUT_GENOME142330_01212	1325421	1326421	0.020144808204509698
GUT_GENOME142330_1	1325924	GUT_GENOME142330_01212	1325424	1326424	0.020144808204509698
GUT_GENOME142330_1	1325927	GUT_GENOME142330_01212	1325427	1326427	0.020144808204509698
GUT_GENOME142330_1	1325936	GUT_GENOME142330_01212	1325436	1326436	0.02018854556167989
GUT_GENOME142330_1	1325938	GUT_GENOME142330_01212	1325438	1326438	0.020144808204509698
GUT_GENOME142330_1	1325940	GUT_GENOME142330_01212	1325440	1326440	0.020101070847339506
GUT_GENOME142330_1	1325941	GUT_GENOME142330_01212	1325441	1326441	0.020101070847339506
GUT_GENOME142330_1	1325942	GUT_GENOME142330_01212	1325442	1326442	0.020101070847339506
GUT_GENOME142330_1	1325953	GUT_GENOME142330_01212	1325453	1326453	0.019999900596915518
GUT_GENOME142330_1	1325960	GUT_GENOME142330_01212	1325460	1326460	0.01937497740437926
GUT_GENOME142330_1	1325965	GUT_GENOME142330_01212	1325465	1326465	0.01937529878277269
GUT_GENOME142330_1	1325967	GUT_GENOME142330_01212	1325467	1326467	0.01937529878277269
GUT_GENOME142330_1	1325974	GUT_GENOME142330_01212	1325474	1326474	0.019021746841295713
GUT_GENOME142330_1	1325975	GUT_GENOME142330_01212	1325475	1326475	0.019065805576859333
GUT_GENOME142330_1	1325987	GUT_GENOME142330_01212	1325487	1326487	0.01871767388544406
GUT_GENOME142330_1	1325988	GUT_GENOME142330_01212	1325488	1326488	0.01871767388544406
GUT_GENOME142330_1	1325998	GUT_GENOME142330_01212	1325498	1326498	0.018572766277849883
GUT_GENOME142330_1	1326010	GUT_GENOME142330_01212	1325510	1326510	0.01842785867025571
GUT_GENOME142330_1	1326019	GUT_GENOME142330_01212	1325519	1326519	0.018384121313085512
GUT_GENOME142330_1	1326022	GUT_GENOME142330_01212	1325522	1326522	0.01835474217922877
GUT_GENOME142330_1	1326026	GUT_GENOME142330_01212	1325526	1326526	0.01835474217922877
GUT_GENOME142330_1	1326026	GUT_GENOME142330_01212	1325526	1326526	0.01835474217922877
GUT_GENOME142330_1	1326031	GUT_GENOME142330_01212	1325531	1326531	0.01813318374871512
GUT_GENOME142330_1	1326032	GUT_GENOME142330_01212	1325532	1326532	0.018089446391544924
GUT_GENOME142330_1	1326035	GUT_GENOME142330_01212	1325535	1326535	0.017586466784087706
GUT_GENOME142330_1	1326037	GUT_GENOME142330_01212	1325537	1326537	0.017542729426917508
GUT_GENOME142330_1	1326040	GUT_GENOME142330_01212	1325540	1326540	0.017542729426917508
GUT_GENOME142330_1	1326051	GUT_GENOME142330_01212	1325551	1326551	0.017397380027836768
GUT_GENOME142330_1	1326058	GUT_GENOME142330_01212	1325558	1326558	0.01730990531349638
GUT_GENOME142330_1	1326059	GUT_GENOME142330_01212	1325559	1326559	0.01730990531349638
GUT_GENOME142330_1	1326064	GUT_GENOME142330_01212	1325564	1326564	0.01730990531349638
GUT_GENOME142330_1	1326064	GUT_GENOME142330_01212	1325564	1326564	0.01730990531349638
GUT_GENOME142330_1	1326067	GUT_GENOME142330_01212	1325567	1326567	0.01710314689778274
GUT_GENOME142330_1	1326071	GUT_GENOME142330_01212	1325571	1326571	0.017059409540612552
GUT_GENOME142330_1	1326095	GUT_GENOME142330_01212	1325595	1326595	0.016324710298450625
GUT_GENOME142330_1	1326099	GUT_GENOME142330_01212	1325599	1326599	0.016324710298450625
GUT_GENOME142330_1	1326103	GUT_GENOME142330_01212	1325603	1326603	0.016324710298450625
GUT_GENOME142330_1	1326107	GUT_GENOME142330_01212	1325607	1326607	0.016324710298450625
GUT_GENOME142330_1	1326111	GUT_GENOME142330_01212	1325611	1326611	0.016093874246719046
GUT_GENOME142330_1	1326112	GUT_GENOME142330_01212	1325612	1326612	0.016093874246719046
GUT_GENOME142330_1	1326113	GUT_GENOME142330_01212	1325613	1326613	0.016093874246719046
GUT_GENOME142330_1	1326114	GUT_GENOME142330_01212	1325614	1326614	0.016093874246719046
GUT_GENOME142330_1	1326115	GUT_GENOME142330_01212	1325615	1326615	0.016093874246719046
GUT_GENOME142330_1	1326133	GUT_GENOME142330_01212	1325633	1326633	0.015448622606272496
GUT_GENOME142330_1	1326134	GUT_GENOME142330_01212	1325634	1326634	0.01568420383980315
GUT_GENOME142330_1	1326136	GUT_GENOME142330_01212	1325636	1326636	0.01568485135271844
GUT_GENOME142330_1	1326143	GUT_GENOME142330_01212	1325643	1326643	0.015541154595030804
GUT_GENOME142330_1	1326147	GUT_GENOME142330_01212	1325647	1326647	0.015629924335201772
GUT_GENOME142330_1	1326149	GUT_GENOME142330_01212	1325649	1326649	0.015629924335201772
GUT_GENOME142330_1	1326153	GUT_GENOME142330_01212	1325653	1326653	0.015630571848117066
GUT_GENOME142330_1	1326160	GUT_GENOME142330_01212	1325660	1326660	0.015532242893726657
GUT_GENOME142330_1	1326162	GUT_GENOME142330_01212	1325662	1326662	0.015576627763812143
GUT_GENOME142330_1	1326166	GUT_GENOME142330_01212	1325666	1326666	0.015389529069250759
GUT_GENOME142330_1	1326193	GUT_GENOME142330_01212	1325693	1326693	0.015406066731803053
GUT_GENOME142330_1	1326196	GUT_GENOME142330_01212	1325696	1326696	0.01514109232251263
GUT_GENOME142330_1	1326206	GUT_GENOME142330_01212	1325706	1326706	0.014977830437782896
GUT_GENOME142330_1	1326208	GUT_GENOME142330_01212	1325708	1326708	0.014977830437782896
GUT_GENOME142330_1	1326220	GUT_GENOME142330_01212	1325720	1326720	0.015198540994033796
GUT_GENOME142330_1	1326220	GUT_GENOME142330_01212	1325720	1326720	0.015198540994033796
GUT_GENOME142330_1	1326229	GUT_GENOME142330_01212	1325729	1326729	0.015786775562741936
GUT_GENOME142330_1	1326234	GUT_GENOME142330_01212	1325734	1326734	0.016786994810071496
GUT_GENOME142330_1	1326235	GUT_GENOME142330_01212	1325735	1326735	0.01660949511512146
GUT_GENOME142330_1	1326241	GUT_GENOME142330_01212	1325741	1326741	0.016721823922321778
GUT_GENOME142330_1	1326248	GUT_GENOME142330_01212	1325748	1326748	0.017230558445196126
GUT_GENOME142330_1	1326250	GUT_GENOME142330_01212	1325750	1326750	0.017230558445196126
GUT_GENOME142330_1	1326253	GUT_GENOME142330_01212	1325753	1326753	0.017332913726543664
GUT_GENOME142330_1	1326254	GUT_GENOME142330_01212	1325754	1326754	0.017653208402129552
GUT_GENOME142330_1	1326265	GUT_GENOME142330_01212	1325765	1326765	0.018450637883208453
GUT_GENOME142330_1	1326268	GUT_GENOME142330_01212	1325768	1326768	0.01849469661877207
GUT_GENOME142330_1	1326269	GUT_GENOME142330_01212	1325769	1326769	0.01853875535433569
GUT_GENOME142330_1	1326272	GUT_GENOME142330_01212	1325772	1326772	0.018626872825462926
GUT_GENOME142330_1	1326273	GUT_GENOME142330_01212	1325773	1326773	0.018626872825462926
GUT_GENOME142330_1	1326274	GUT_GENOME142330_01212	1325774	1326774	0.018626872825462926
GUT_GENOME142330_1	1326274	GUT_GENOME142330_01212	1325774	1326774	0.018626872825462926
GUT_GENOME142330_1	1326282	GUT_GENOME142330_01212	1325782	1326782	0.01883928484350843
GUT_GENOME142330_1	1326283	GUT_GENOME142330_01212	1325783	1326783	0.018883343579072044
GUT_GENOME142330_1	1326287	GUT_GENOME142330_01212	1325787	1326787	0.018883343579072044
GUT_GENOME142330_1	1326297	GUT_GENOME142330_01212	1325797	1326797	0.019205544103270102
GUT_GENOME142330_1	1326318	GUT_GENOME142330_01212	1325818	1326818	0.020005843568141446
GUT_GENOME142330_1	1326322	GUT_GENOME142330_01212	1325822	1326822	0.019962427589364673
GUT_GENOME142330_1	1326328	GUT_GENOME142330_01212	1325828	1326828	0.020401109096388682
GUT_GENOME142330_1	1326337	GUT_GENOME142330_01212	1325837	1326837	0.020226159667707907
GUT_GENOME142330_1	1326340	GUT_GENOME142330_01212	1325840	1326840	0.020270218403271527
GUT_GENOME142330_1	1326346	GUT_GENOME142330_01212	1325846	1326846	0.020548360191905965
GUT_GENOME142330_1	1326349	GUT_GENOME142330_01212	1325849	1326849	0.0206949685306364
GUT_GENOME142330_1	1326350	GUT_GENOME142330_01212	1325850	1326850	0.020739027266200017
GUT_GENOME142330_1	1326361	GUT_GENOME142330_01212	1325861	1326861	0.020695611287423248
GUT_GENOME142330_1	1326364	GUT_GENOME142330_01212	1325864	1326864	0.020651873930253056
GUT_GENOME142330_1	1326367	GUT_GENOME142330_01212	1325867	1326867	0.0211543453114137
GUT_GENOME142330_1	1326376	GUT_GENOME142330_01212	1325876	1326876	0.021547996473777687
GUT_GENOME142330_1	1326380	GUT_GENOME142330_01212	1325880	1326880	0.021460521759437298
GUT_GENOME142330_1	1326381	GUT_GENOME142330_01212	1325881	1326881	0.021361560466446154
GUT_GENOME142330_1	1326393	GUT_GENOME142330_01212	1325893	1326893	0.021715711982083476
