"","snp1","snp2","post_freq_1","post_freq_2","pre_freq_1","pre_freq_2","mean_dist_ben","pre_cor","post_cor","mean_pre_freq","pre_num_common"
"14",1203,1993,0.4,0.41,0.04,0,3402,-1.5,0.605939550965279,0.02,0
"15",1203,2140,0.4,0.69,0.04,0.38,3328.5,-0.159804988684966,0.459010189154726,0.21,1
"16",1203,2166,0.4,0.31,0.04,0.62,3315.5,0.159804988684966,-0.459010189154726,0.33,1
"17",1203,2177,0.4,0.25,0.04,0.2,3310,-0.102062072615966,-0.329983164553722,0.12,1
"18",1203,3636,0.4,0.46,0.04,0,2580.5,-1.5,0.475090747610224,0.02,0
"19",1203,4079,0.4,0.54,0.04,0,2359,-1.5,0.384987329960009,0.02,0
"20",1203,5734,0.4,0.53,0.04,0,2265.5,-1.5,0.237211373917787,0.02,0
"21",1203,6357,0.4,0.27,0.04,0.95,2577,0.0468292905790847,-0.312651113472006,0.495,1
"22",1203,6508,0.4,0.44,0.04,0,2652.5,-1.5,0.345424639853879,0.02,0
"23",1203,8779,0.4,0.41,0.04,0,3788,-1.5,0.273917879203482,0.02,0
"24",1203,8996,0.4,0.43,0.04,0.02,3896.5,-0.0291605921759902,0.197908278398117,0.03,0
"25",1203,9754,0.4,0.75,0.04,0.85,4275.5,-0.0571661950475029,0,0.445,1
"26",1993,2140,0.41,0.69,0,0.38,2933.5,-1.5,0.558756031402209,0.19,1
"27",1993,2166,0.41,0.31,0,0.62,2920.5,-1.5,-0.558756031402209,0.31,1
"28",1993,2177,0.41,0.25,0,0.2,2915,-1.5,-0.481288289987504,0.1,1
"29",1993,3636,0.41,0.46,0,0,2185.5,-1.5,0.740020162778888,0,0
"30",1993,4079,0.41,0.54,0,0,1964,-1.5,0.565417831097872,0,0
"31",1993,5734,0.41,0.53,0,0,1870.5,-1.5,0.418374923204389,0,0
"32",1993,6357,0.41,0.27,0,0.95,2182,-1.5,-0.506974802329813,0.475,1
"33",1993,6508,0.41,0.44,0,0,2257.5,-1.5,0.571803925297264,0,0
"34",1993,8779,0.41,0.41,0,0,3393,-1.5,0.33856965688301,0,0
"35",1993,8996,0.41,0.43,0,0.02,3501.5,-1.5,0.261607290344795,0.01,0
"36",1993,9754,0.41,0.75,0,0.85,3880.5,-1.5,0.0586936939009152,0.425,1
"37",2140,2166,0.69,0.31,0.38,0.62,2847,-1,-1,0.5,2
"38",2140,2177,0.69,0.25,0.38,0.2,2841.5,-0.391440680629406,-0.362019511698684,0.29,2
"39",2140,3636,0.69,0.46,0.38,0,2112,-1.5,0.575257561564018,0.19,1
"40",2140,4079,0.69,0.54,0.38,0,1890.5,-1.5,0.335783825528318,0.19,1
"41",2140,5734,0.69,0.53,0.38,0,1797,-1.5,0.191916126771738,0.19,1
"42",2140,6357,0.69,0.27,0.38,0.95,2108.5,0.179605302026775,-0.37160010969981,0.665,2
"43",2140,6508,0.69,0.44,0.38,0,2184,-1.5,0.376346601363241,0.19,1
"44",2140,8779,0.69,0.41,0.38,0,3319.5,-1.5,0.294984498088814,0.19,1
"45",2140,8996,0.69,0.43,0.38,0.02,3428,0.182476106759573,0.23278241052594,0.2,1
"46",2140,9754,0.69,0.75,0.38,0.85,3807,-0.0173092607104335,0.112350882940971,0.615,2
"47",2166,2177,0.31,0.25,0.62,0.2,2828.5,0.391440680629406,0.362019511698684,0.41,2
"48",2166,3636,0.31,0.46,0.62,0,2099,-1.5,-0.575257561564018,0.31,1
"49",2166,4079,0.31,0.54,0.62,0,1877.5,-1.5,-0.335783825528318,0.31,1
"50",2166,5734,0.31,0.53,0.62,0,1784,-1.5,-0.191916126771738,0.31,1
"51",2166,6357,0.31,0.27,0.62,0.95,2095.5,-0.179605302026775,0.37160010969981,0.785,2
"52",2166,6508,0.31,0.44,0.62,0,2171,-1.5,-0.376346601363241,0.31,1
"53",2166,8779,0.31,0.41,0.62,0,3306.5,-1.5,-0.294984498088814,0.31,1
"54",2166,8996,0.31,0.43,0.62,0.02,3415,-0.182476106759573,-0.23278241052594,0.32,1
"55",2166,9754,0.31,0.75,0.62,0.85,3794,0.0173092607104335,-0.112350882940971,0.735,2
"56",2177,3636,0.25,0.46,0.2,0,2093.5,-1.5,-0.440197096342713,0.1,1
"57",2177,4079,0.25,0.54,0.2,0,1872,-1.5,-0.30118748697133,0.1,1
"58",2177,5734,0.25,0.53,0.2,0,1778.5,-1.5,-0.242924771897155,0.1,1
"59",2177,6357,0.25,0.27,0.2,0.95,2090,-0.229415733870562,0.273096010124305,0.575,2
"60",2177,6508,0.25,0.44,0.2,0,2165.5,-1.5,-0.372193684159388,0.1,1
"61",2177,8779,0.25,0.41,0.2,0,3301,-1.5,-0.38737837974604,0.1,1
"62",2177,8996,0.25,0.43,0.2,0.02,3409.5,-0.0714285714285714,-0.17492785713533,0.11,1
"63",2177,9754,0.25,0.75,0.2,0.85,3788.5,3.1787034223694e-20,0.0666666666666667,0.525,2
"64",3636,4079,0.46,0.54,0,0,1142.5,-1.5,0.811594202898551,0,0
"65",3636,5734,0.46,0.53,0,0,1049,-1.5,0.587739275255448,0,0
"66",3636,6357,0.46,0.27,0,0.95,1360.5,-1.5,-0.516115611714241,0.475,1
"67",3636,6508,0.46,0.44,0,0,1436,-1.5,0.758292370773,0,0
"68",3636,8779,0.46,0.41,0,0,2571.5,-1.5,0.495250538926996,0,0
"69",3636,8996,0.46,0.43,0,0.02,2680,-1.5,0.3736659024608,0.01,0
"70",3636,9754,0.46,0.75,0,0.85,3059,-1.5,0.0695048046856916,0.425,1
"71",4079,5734,0.54,0.53,0,0,827.5,-1.5,0.738895203775317,0,0
"72",4079,6357,0.54,0.27,0,0.95,1139,-1.5,-0.297376595891393,0.475,1
"73",4079,6508,0.54,0.44,0,0,1214.5,-1.5,0.656432201564687,0,0
"74",4079,8779,0.54,0.41,0,0,2350,-1.5,0.483827956480574,0,0
"75",4079,8996,0.54,0.43,0,0.02,2458.5,-1.5,0.315305935048268,0.01,0
"76",4079,9754,0.54,0.75,0,0.85,2837.5,-1.5,0.115841341142819,0.425,1
"77",5734,6357,0.53,0.27,0,0.95,1045.5,-1.5,-0.284773244518445,0.475,1
"78",5734,6508,0.53,0.44,0,0,1121,-1.5,0.794360935471119,0,0
"79",5734,8779,0.53,0.41,0,0,2256.5,-1.5,0.499850078648282,0,0
"80",5734,8996,0.53,0.43,0,0.02,2365,-1.5,0.372735803041967,0.01,0
"81",5734,9754,0.53,0.75,0,0.85,2744,-1.5,0.196653386773887,0.425,1
"82",6357,6508,0.27,0.44,0.95,0,1432.5,-1.5,-0.539079450192968,0.475,1
"83",6357,8779,0.27,0.41,0.95,0,2568,-1.5,-0.18639452985387,0.475,1
"84",6357,8996,0.27,0.43,0.95,0.02,2676.5,0.0327736762672231,-0.164245028984898,0.485,1
"85",6357,9754,0.27,0.75,0.95,0.85,3055.5,-0.0963738849304853,0.195068578660218,0.9,2
"86",6508,8779,0.44,0.41,0,0,2643.5,-1.5,0.653724258434408,0,0
"87",6508,8996,0.44,0.43,0,0.02,2752,-1.5,0.491558179250257,0.01,0
"88",6508,9754,0.44,0.75,0,0.85,3131,-1.5,0.0930484210398471,0.425,1
"89",8779,8996,0.41,0.43,0,0.02,3887.5,-1.5,0.836568368025663,0.01,0
"90",8779,9754,0.41,0.75,0,0.85,4266.5,-1.5,0.38737837974604,0.425,1
"91",8996,9754,0.43,0.75,0.02,0.85,4375,-0.340068020406802,0.408164999982436,0.435,1
"1",462,648,0.35,0.24,0.45,0,4445,-1.5,-0.412359655919392,0.225,1
"2",462,2112,0.35,0.51,0.45,0.01,3713,-0.0909090909090909,-0.3292272907747,0.23,1
"3",462,2831,0.35,0.42,0.45,0.45,3353.5,-0.0505050505050505,0.140179529313227,0.45,2
"4",462,3363,0.35,0.49,0.45,0,3087.5,-1.5,-0.257929660925402,0.225,1
"5",462,3466,0.35,0.61,0.45,0.03,3036,0.0765912681776958,-0.27295170015709,0.24,1
"6",462,3472,0.35,0.39,0.45,0.8,3033,0.201007563051842,0.27295170015709,0.625,2
"7",462,3903,0.35,0.3,0.45,0.45,2817.5,-0.0505050505050505,0.160128153805087,0.45,2
"8",462,3968,0.35,0.71,0.45,0.55,2785,0.0505050505050505,-0.131681870279545,0.5,2
"9",462,4534,0.35,0.25,0.45,0.34,2502,-0.0551625487647398,0.157359158493889,0.395,2
"10",462,4972,0.35,0.75,0.45,0.1,2283,-0.234508823560483,-0.157359158493889,0.275,1
"11",462,5036,0.35,0.77,0.45,0.24,2287,-0.225912997889962,-0.0971481713762146,0.345,2
"12",462,5596,0.35,0.27,0.45,0.05,2567,-0.0230571487955358,-0.0684753072469655,0.25,1
"13",462,5650,0.35,0.52,0.45,0,2594,-1.5,-0.0503579746698444,0.225,1
"14",462,5771,0.35,0.69,0.45,0.55,2654.5,-0.0303030303030303,0.0385321136827976,0.5,2
"15",462,5814,0.35,0.51,0.45,0,2676,-1.5,-0.0775885971889421,0.225,1
"16",462,6305,0.35,0.47,0.45,0.62,2921.5,-0.161506260758641,0.0231038909073416,0.535,2
"17",462,7131,0.35,0.36,0.45,0.01,3334.5,-0.0909090909090909,0.104828483672192,0.23,1
"18",462,7340,0.35,0.31,0.45,0.1,3439,0.0335012605086404,0.0974635816682527,0.275,1
"19",462,7983,0.35,0.41,0.45,0.14,3760.5,-0.0173788249843743,0.198218560649208,0.295,1
"20",462,8466,0.35,0.23,0.45,0,4002,-1.5,0.196787321505665,0.225,1
"21",462,8501,0.35,0.23,0.45,0.01,4019.5,-0.0909090909090909,0.196787321505665,0.23,1
"22",462,8583,0.35,0.36,0.45,0.1,4060.5,-0.0335012605086404,0.192185553399018,0.275,1
"23",462,8777,0.35,0.23,0.45,0,4157.5,-1.5,0.196787321505665,0.225,1
"24",462,8804,0.35,0.23,0.45,0,4171,-1.5,0.196787321505665,0.225,1
"25",462,8916,0.35,0.23,0.45,0,4227,-1.5,0.196787321505665,0.225,1
"26",462,8917,0.35,0.35,0.45,0.05,4227.5,-0.0230571487955358,0.164835164835165,0.25,1
"27",462,9127,0.35,0.28,0.45,0.45,4332.5,0.111111111111111,-0.270827043762254,0.45,2
"28",462,9290,0.35,0.39,0.45,0.17,4414,0.0187291011798757,-0.199878016650467,0.31,1
"29",462,9408,0.35,0.41,0.45,0.14,4473,-0.0753082415989552,0.283473855552093,0.295,1
"30",648,2112,0.24,0.51,0,0.01,3620,-1.5,0.550822632755244,0.005,0
"31",648,2831,0.24,0.42,0,0.45,3260.5,-1.5,-0.383318960550894,0.225,1
"32",648,3363,0.24,0.49,0,0,2994.5,-1.5,0.432789211450549,0,0
"33",648,3466,0.24,0.61,0,0.03,2943,-1.5,0.305314533270945,0.015,0
"34",648,3472,0.24,0.39,0,0.8,2940,-1.5,-0.305314533270945,0.4,1
"35",648,3903,0.24,0.3,0,0.45,2724.5,-1.5,-0.265693713776819,0.225,1
"36",648,3968,0.24,0.71,0,0.55,2692,-1.5,0.25594172116814,0.275,1
"37",648,4534,0.24,0.25,0,0.34,2409,-1.5,-0.21629522817435,0.17,1
"38",648,4972,0.24,0.75,0,0.1,2190,-1.5,0.21629522817435,0.05,0
"39",648,5036,0.24,0.77,0,0.24,2194,-1.5,0.140209952826629,0.12,1
"40",648,5596,0.24,0.27,0,0.05,2474,-1.5,-0.236277455293364,0.025,0
"41",648,5650,0.24,0.52,0,0,2501,-1.5,0.21183793160517,0,0
"42",648,5771,0.24,0.69,0,0.55,2561.5,-1.5,0.326037878139202,0.275,1
"43",648,5814,0.24,0.51,0,0,2583,-1.5,0.22295201801998,0,0
"44",648,6305,0.24,0.47,0,0.62,2828.5,-1.5,-0.294618736706123,0.31,1
"45",648,7131,0.24,0.36,0,0.01,3241.5,-1.5,0.261463539066556,0.005,0
"46",648,7340,0.24,0.31,0,0.1,3346,-1.5,0.129605119260304,0.05,0
"47",648,7983,0.24,0.41,0,0.14,3667.5,-1.5,0.0552239717289185,0.07,0
"48",648,8466,0.24,0.23,0,0,3909,-1.5,0.0823455278505599,0,0
"49",648,8501,0.24,0.23,0,0.01,3926.5,-1.5,0.0823455278505599,0.005,0
"50",648,8583,0.24,0.36,0,0.1,3967.5,-1.5,0.115122006006917,0.05,0
"51",648,8777,0.24,0.23,0,0,4064.5,-1.5,0.0823455278505599,0,0
"52",648,8804,0.24,0.23,0,0,4078,-1.5,0.0823455278505599,0,0
"53",648,8916,0.24,0.23,0,0,4134,-1.5,0.0823455278505599,0,0
"54",648,8917,0.24,0.35,0,0.05,4134.5,-1.5,0.127635131594098,0.025,0
"55",648,9127,0.24,0.28,0,0.45,4239.5,-1.5,0.0146015967510513,0.225,1
"56",648,9290,0.24,0.39,0,0.17,4321,-1.5,0.0307234750461329,0.085,0
"57",648,9408,0.24,0.41,0,0.14,4380,-1.5,0.0552239717289185,0.07,0
"58",2112,2831,0.51,0.42,0.01,0.45,2528.5,0.111111111111111,-0.584444788448034,0.23,1
"59",2112,3363,0.51,0.49,0.01,0,2262.5,-1.5,0.640656262505002,0.005,0
"60",2112,3466,0.51,0.61,0.01,0.03,2211,-0.0176749080410067,0.569668094663308,0.02,0
"61",2112,3472,0.51,0.39,0.01,0.8,2208,-0.201007563051842,-0.569668094663308,0.405,1
"62",2112,3903,0.51,0.3,0.01,0.45,1992.5,0.111111111111111,-0.318661858490759,0.23,1
"63",2112,3968,0.51,0.71,0.01,0.55,1960,-0.111111111111111,0.255250888419332,0.28,1
"64",2112,4534,0.51,0.25,0.01,0.34,1677,-0.072135640692352,-0.265634255992174,0.175,1
"65",2112,4972,0.51,0.75,0.01,0.1,1458,-0.0335012605086404,0.265634255992174,0.055,0
"66",2112,5036,0.51,0.77,0.01,0.24,1462,0.17884778999622,0.224837491930827,0.125,1
"67",2112,5596,0.51,0.27,0.01,0.05,1742,-0.0230571487955358,-0.2599856472212,0.03,0
"68",2112,5650,0.51,0.52,0.01,0,1769,-1.5,0.339539600779091,0.005,0
"69",2112,5771,0.51,0.69,0.01,0.55,1829.5,0.0909090909090909,0.337802231003902,0.28,1
"70",2112,5814,0.51,0.51,0.01,0,1851,-1.5,0.359743897559024,0.005,0
"71",2112,6305,0.51,0.47,0.01,0.62,2096.5,0.0786825372926715,-0.359519500107686,0.315,1
"72",2112,7131,0.51,0.36,0.01,0.01,2509.5,-0.0101010101010101,0.193372011603868,0.01,0
"73",2112,7340,0.51,0.31,0.01,0.1,2614,-0.0335012605086404,0.181228085519379,0.055,0
"74",2112,7983,0.51,0.41,0.01,0.14,2935.5,0.249096491442698,0.0850051472232423,0.075,0
"75",2112,8466,0.51,0.23,0.01,0,3177,-1.5,0.107902982385407,0.005,0
"76",2112,8501,0.51,0.23,0.01,0.01,3194.5,-0.0101010101010101,0.107902982385407,0.01,0
"77",2112,8583,0.51,0.36,0.01,0.1,3235.5,-0.0335012605086404,0.0266720016005335,0.055,0
"78",2112,8777,0.51,0.23,0.01,0,3332.5,-1.5,0.107902982385407,0.005,0
"79",2112,8804,0.51,0.23,0.01,0,3346,-1.5,0.107902982385407,0.005,0
"80",2112,8916,0.51,0.23,0.01,0,3402,-1.5,0.107902982385407,0.005,0
"81",2112,8917,0.51,0.35,0.01,0.05,3402.5,-0.0230571487955358,0.257929660925402,0.03,0
"82",2112,9127,0.51,0.28,0.01,0.45,3507.5,-0.0909090909090909,-0.0570271381763901,0.23,1
"83",2112,9290,0.51,0.39,0.01,0.17,3589,-0.0454849600082695,-0.0365014113931134,0.09,0
"84",2112,9408,0.51,0.41,0.01,0.14,3648,-0.0405505916302066,0.125677466468813,0.075,0
"85",2831,3363,0.42,0.49,0.45,0,1903,-1.5,-0.834110523319039,0.225,1
"86",2831,3466,0.42,0.61,0.45,0.03,1851.5,-0.159074172369061,-0.607311506513981,0.24,1
"87",2831,3472,0.42,0.39,0.45,0.8,1848.5,0.301511344577764,0.607311506513981,0.625,2
"88",2831,3903,0.42,0.3,0.45,0.45,1633,0.111111111111111,0.636669730892749,0.45,2
"89",2831,3968,0.42,0.71,0.45,0.55,1600.5,-0.111111111111111,-0.617079654581684,0.5,2
"90",2831,4534,0.42,0.25,0.45,0.34,1317.5,0.114568370511383,0.397722030261371,0.395,2
"91",2831,4972,0.42,0.75,0.45,0.1,1098.5,-0.167506302543202,-0.350931203171798,0.275,1
"92",2831,5036,0.42,0.77,0.45,0.24,1102.5,-0.131782582102478,-0.3052399229854,0.345,2
"93",2831,5596,0.42,0.27,0.45,0.05,1382.5,-0.0230571487955358,0.395217291832468,0.25,1
"94",2831,5650,0.42,0.52,0.45,0,1409.5,-1.5,-0.642383303961142,0.225,1
"95",2831,5771,0.42,0.69,0.45,0.55,1470,-0.151515151515152,-0.524822908582341,0.5,2
"96",2831,5814,0.42,0.51,0.45,0,1491.5,-1.5,-0.624974940212808,0.225,1
"97",2831,6305,0.42,0.47,0.45,0.62,1737,0.0869649096392685,0.53829211510128,0.535,2
"98",2831,7131,0.42,0.36,0.45,0.01,2150,0.111111111111111,-0.511590817161149,0.23,1
"99",2831,7340,0.42,0.31,0.45,0.1,2254.5,-0.100503781525921,-0.438958726543828,0.275,1
"100",2831,7983,0.42,0.41,0.45,0.14,2576,-0.0753082415989552,-0.297427158061903,0.295,1
"101",2831,8466,0.42,0.23,0.45,0,2817.5,-1.5,-0.320646354429458,0.225,1
"102",2831,8501,0.42,0.23,0.45,0.01,2835,0.111111111111111,-0.320646354429458,0.23,1
"103",2831,8583,0.42,0.36,0.45,0.1,2876,0.167506302543202,-0.300538499850444,0.275,1
"104",2831,8777,0.42,0.23,0.45,0,2973,-1.5,-0.320646354429458,0.225,1
"105",2831,8804,0.42,0.23,0.45,0,2986.5,-1.5,-0.320646354429458,0.225,1
"106",2831,8916,0.42,0.23,0.45,0,3042.5,-1.5,-0.320646354429458,0.225,1
"107",2831,8917,0.42,0.35,0.45,0.05,3043,0.0691714463866075,-0.412042858890394,0.25,1
"108",2831,9127,0.42,0.28,0.45,0.45,3148,-0.171717171717172,0.236454389782944,0.45,2
"109",2831,9290,0.42,0.39,0.45,0.17,3229.5,0.232775971807026,0.233453533967755,0.31,1
"110",2831,9408,0.42,0.41,0.45,0.14,3288.5,-0.0173788249843743,-0.379816952538885,0.295,1
"111",3363,3466,0.49,0.61,0,0.03,1585.5,-1.5,0.783755024407187,0.015,0
"112",3363,3472,0.49,0.39,0,0.8,1582.5,-1.5,-0.783755024407187,0.4,1
"113",3363,3903,0.49,0.3,0,0.45,1367,-1.5,-0.641688947919748,0.225,1
"114",3363,3968,0.49,0.71,0,0.55,1334.5,-1.5,0.62644475378907,0.275,1
"115",3363,4534,0.49,0.25,0,0.34,1051.5,-1.5,-0.56591645841811,0.17,1
"116",3363,4972,0.49,0.75,0,0.1,832.5,-1.5,0.56591645841811,0.05,0
"117",3363,5036,0.49,0.77,0,0.24,836.5,-1.5,0.488177810175389,0.12,1
"118",3363,5596,0.49,0.27,0,0.05,1116.5,-1.5,-0.460945090307257,0.025,0
"119",3363,5650,0.49,0.52,0,0,1143.5,-1.5,0.701501628024726,0,0
"120",3363,5771,0.49,0.69,0,0.55,1204,-1.5,0.570500822911839,0.275,1
"121",3363,5814,0.49,0.51,0,0,1225.5,-1.5,0.720688275310124,0,0
"122",3363,6305,0.49,0.47,0,0.62,1471,-1.5,-0.602405583792477,0.31,1
"123",3363,7131,0.49,0.36,0,0.01,1884,-1.5,0.556778033411137,0.005,0
"124",3363,7340,0.49,0.31,0,0.1,1988.5,-1.5,0.467559810134722,0.05,0
"125",3363,7983,0.49,0.41,0,0.14,2310,-1.5,0.281045725986892,0.07,0
"126",3363,8466,0.49,0.23,0,0,2551.5,-1.5,0.319906198878322,0,0
"127",3363,8501,0.49,0.23,0,0.01,2569,-1.5,0.319906198878322,0.005,0
"128",3363,8583,0.49,0.36,0,0.1,2610,-1.5,0.306728018406136,0.05,0
"129",3363,8777,0.49,0.23,0,0,2707,-1.5,0.319906198878322,0,0
"130",3363,8804,0.49,0.23,0,0,2720.5,-1.5,0.319906198878322,0,0
"131",3363,8916,0.49,0.23,0,0,2776.5,-1.5,0.319906198878322,0,0
"132",3363,8917,0.49,0.35,0,0.05,2777,-1.5,0.413106855303286,0.025,0
"133",3363,9127,0.49,0.28,0,0.45,2882,-1.5,-0.121182668624829,0.225,1
"134",3363,9290,0.49,0.39,0,0.17,2963.5,-1.5,-0.250588341136992,0.085,0
"135",3363,9408,0.49,0.41,0,0.14,3022.5,-1.5,0.362390364478033,0.07,0
"136",3466,3472,0.61,0.39,0.03,0.8,1531,-0.351726229056329,-1,0.415,1
"137",3466,3903,0.61,0.3,0.03,0.45,1315.5,-0.159074172369061,-0.639777804260069,0.24,1
"138",3466,3968,0.61,0.71,0.03,0.55,1283,0.159074172369061,0.573371665899327,0.29,1
"139",3466,4534,0.61,0.25,0.03,0.34,1000,-0.126224090755926,-0.580013673119889,0.185,1
"140",3466,4972,0.61,0.75,0.03,0.1,781,0.136782422410795,0.580013673119889,0.065,0
"141",3466,5036,0.61,0.77,0.03,0.24,785,0.0384325428311173,0.488646093804359,0.135,1
"142",3466,5596,0.61,0.27,0.03,0.05,1065,0.228626004388036,-0.298788410219942,0.04,0
"143",3466,5650,0.61,0.52,0.03,0,1092,-1.5,0.544977488945147,0.015,0
"144",3466,5771,0.61,0.69,0.03,0.55,1152.5,0.0412414520956824,0.394979986591387,0.29,1
"145",3466,5814,0.61,0.51,0.03,0,1174,-1.5,0.569668094663308,0.015,0
"146",3466,6305,0.61,0.47,0.03,0.62,1419.5,-0.103863825322316,-0.520466199028944,0.325,1
"147",3466,7131,0.61,0.36,0.03,0.01,1832.5,-0.0176749080410067,0.428839967488098,0.02,0
"148",3466,7340,0.61,0.31,0.03,0.1,1937,-0.0586210381760549,0.358629415434828,0.065,0
"149",3466,7983,0.61,0.41,0.03,0.14,2258.5,-0.0709560698291596,0.166325079800685,0.085,0
"150",3466,8466,0.61,0.23,0.03,0,2500,-1.5,0.242130716471352,0.015,0
"151",3466,8501,0.61,0.23,0.03,0.01,2517.5,-0.0176749080410067,0.242130716471352,0.02,0
"152",3466,8583,0.61,0.36,0.03,0.1,2558.5,-0.0586210381760549,0.17256110245537,0.065,0
"153",3466,8777,0.61,0.23,0.03,0,2655.5,-1.5,0.242130716471352,0.015,0
"154",3466,8804,0.61,0.23,0.03,0,2669,-1.5,0.242130716471352,0.015,0
"155",3466,8916,0.61,0.23,0.03,0,2725,-1.5,0.242130716471352,0.015,0
"156",3466,8917,0.61,0.35,0.03,0.05,2725.5,-0.0403457654802416,0.328831575779801,0.04,0
"157",3466,9127,0.61,0.28,0.03,0.45,2830.5,0.194423988451074,-0.140639797235483,0.24,1
"158",3466,9290,0.61,0.39,0.03,0.17,2912,-0.0795903060541082,-0.0752416981925179,0.1,0
"159",3466,9408,0.61,0.41,0.03,0.14,2971,-0.0709560698291596,0.249696047119323,0.085,0
"160",3472,3903,0.39,0.3,0.8,0.45,1312.5,-0.201007563051842,0.639777804260069,0.625,2
"161",3472,3968,0.39,0.71,0.8,0.55,1280,0.201007563051842,-0.573371665899327,0.675,2
"162",3472,4534,0.39,0.25,0.8,0.34,997,-0.0105550082730187,0.580013673119889,0.57,2
"163",3472,4972,0.39,0.75,0.8,0.1,778,-0.5,-0.580013673119889,0.45,1
"164",3472,5036,0.39,0.77,0.8,0.24,782,-0.245853775540195,-0.488646093804359,0.52,2
"165",3472,5596,0.39,0.27,0.8,0.05,1062,-0.114707866935281,0.298788410219942,0.425,1
"166",3472,5650,0.39,0.52,0.8,0,1089,-1.5,-0.544977488945147,0.4,1
"167",3472,5771,0.39,0.69,0.8,0.55,1149.5,-0.0502518907629606,-0.394979986591387,0.675,2
"168",3472,5814,0.39,0.51,0.8,0,1171,-1.5,-0.569668094663308,0.4,1
"169",3472,6305,0.39,0.47,0.8,0.62,1416.5,0.0206021410857582,0.520466199028944,0.71,2
"170",3472,7131,0.39,0.36,0.8,0.01,1829.5,0.0502518907629606,-0.428839967488098,0.405,1
"171",3472,7340,0.39,0.31,0.8,0.1,1934,-3.55753837846806e-20,-0.358629415434828,0.45,1
"172",3472,7983,0.39,0.41,0.8,0.14,2255.5,-0.0864585626556352,-0.166325079800685,0.47,1
"173",3472,8466,0.39,0.23,0.8,0,2497,-1.5,-0.242130716471352,0.4,1
"174",3472,8501,0.39,0.23,0.8,0.01,2514.5,0.0502518907629606,-0.242130716471352,0.405,1
"175",3472,8583,0.39,0.36,0.8,0.1,2555.5,0.0833333333333333,-0.17256110245537,0.45,1
"176",3472,8777,0.39,0.23,0.8,0,2652.5,-1.5,-0.242130716471352,0.4,1
"177",3472,8804,0.39,0.23,0.8,0,2666,-1.5,-0.242130716471352,0.4,1
"178",3472,8916,0.39,0.23,0.8,0,2722,-1.5,-0.242130716471352,0.4,1
"179",3472,8917,0.39,0.35,0.8,0.05,2722.5,0.114707866935281,-0.328831575779801,0.425,1
"180",3472,9127,0.39,0.28,0.8,0.45,2827.5,-0.0502518907629606,0.140639797235483,0.625,2
"181",3472,9290,0.39,0.39,0.8,0.17,2909,0.0931761019113754,0.0752416981925179,0.485,1
"182",3472,9408,0.39,0.41,0.8,0.14,2968,-0.0864585626556352,-0.249696047119323,0.47,1
"183",3903,3968,0.3,0.71,0.45,0.55,1064.5,-1,-0.735789540918894,0.5,2
"184",3903,4534,0.3,0.25,0.45,0.34,781.5,0.411597479244597,0.579545525280815,0.395,2
"185",3903,4972,0.3,0.75,0.45,0.1,562.5,0.0335012605086404,-0.277173946873433,0.275,1
"186",3903,5036,0.3,0.77,0.45,0.24,566.5,0.150608665259975,-0.160746959056139,0.345,2
"187",3903,5596,0.3,0.27,0.45,0.05,846.5,0.0691714463866075,0.290000703966941,0.25,1
"188",3903,5650,0.3,0.52,0.45,0,873.5,-1.5,-0.506671004415594,0.225,1
"189",3903,5771,0.3,0.69,0.45,0.55,934,-0.191919191919192,-0.410491541874752,0.5,2
"190",3903,5814,0.3,0.51,0.45,0,955.5,-1.5,-0.493271096019942,0.225,1
"191",3903,6305,0.3,0.47,0.45,0.62,1201,0.0041411861732985,0.43285125741469,0.535,2
"192",3903,7131,0.3,0.36,0.45,0.01,1614,-0.0909090909090909,-0.354604071633488,0.23,1
"193",3903,7340,0.3,0.31,0.45,0.1,1718.5,-0.167506302543202,-0.297252495840338,0.275,1
"194",3903,7983,0.3,0.41,0.45,0.14,2040,0.156409424859368,-0.190783527324329,0.295,1
"195",3903,8466,0.3,0.23,0.45,0,2281.5,-1.5,-0.202230045264175,0.225,1
"196",3903,8501,0.3,0.23,0.45,0.01,2299,-0.0909090909090909,-0.202230045264175,0.23,1
"197",3903,8583,0.3,0.36,0.45,0.1,2340,-0.0335012605086404,-0.218217890235992,0.275,1
"198",3903,8777,0.3,0.23,0.45,0,2437,-1.5,-0.202230045264175,0.225,1
"199",3903,8804,0.3,0.23,0.45,0,2450.5,-1.5,-0.202230045264175,0.225,1
"200",3903,8916,0.3,0.23,0.45,0,2506.5,-1.5,-0.202230045264175,0.225,1
"201",3903,8917,0.3,0.35,0.45,0.05,2507,-0.115285743977679,-0.251629955979423,0.25,1
"202",3903,9127,0.3,0.28,0.45,0.45,2612,-0.0505050505050505,0.223564540015925,0.45,2
"203",3903,9290,0.3,0.39,0.45,0.17,2693.5,0.179264254150239,0.10290132516071,0.31,1
"204",3903,9408,0.3,0.41,0.45,0.14,2752.5,-0.0753082415989552,-0.235151789492777,0.295,1
"205",3968,4534,0.71,0.25,0.55,0.34,749,-0.411597479244597,-0.59801084117665,0.445,2
"206",3968,4972,0.71,0.75,0.55,0.1,530,-0.0335012605086404,0.445327222152825,0.325,1
"207",3968,5036,0.71,0.77,0.55,0.24,534,-0.150608665259975,0.33148681289232,0.395,2
"208",3968,5596,0.71,0.27,0.55,0.05,814,-0.0691714463866075,-0.206997247006347,0.3,1
